"","ID","time","PEG-9 (mol/L)","PEG-8 (mol/L)","PEG-7 (mol/L)","PEG-6 (mol/L)","PEG-5 (mol/L)","PEG-4 (mol/L)","PEG-3 (mol/L)","DEG (mol/L)","EG (mol/L)","Acetaldehyde (mol/L)","Acetate (mol/L)","CH4 (mol-gas)"
"18",1,15,0.00582127346367915,0.00253416115359461,0.00102876726958122,0.000545917914034983,0.00032189436827696,0.000198170381806413,0.000122858857757951,0.000231999261899637,0.000503306325663668,0.00037010714920351,0.000120678529560779,535022.726050837
"19",1,16,0.00566795281048491,0.00253915220645453,0.00105273459172315,0.000566422387715474,0.000338248244165924,0.000210826672837213,0.000132212262504054,0.000262041946183112,0.000517512903454119,0.000378642031671764,0.000112676890607253,569203.298350658
"20",1,17,0.00551410380877085,0.00254356171878961,0.00107568345991693,0.000586073425968809,0.000353928557919715,0.000222970033042391,0.000141189916452142,0.000292387480673968,0.000531269460771927,0.000386643478976702,0.000106329135386862,601326.796585831
"21",1,18,0.0053597366073326,0.00254736187482743,0.00109767402839929,0.000604930513850702,0.000368975600519152,0.00023462105771565,0.000149797759309712,0.000322863187177731,0.000544604798634071,0.000394146758052011,0.000101022042261318,631674.320215088
"22",1,19,0.00520486542148991,0.00255052216514675,0.00111875940016341,0.000623046014113607,0.000383426617045631,0.000245801480874596,0.000158045811560213,0.000353328992252897,0.000557550146193685,0.000401184766504758,9.64137191482247e-05,660464.962592947
"23",1,20,0.00504950877517584,0.00255300914322321,0.00113898646957306,0.00064046624015044,0.000397315910736609,0.000256533286838659,0.000165946610703718,0.000383673167637679,0.000570136728753981,0.000407787769816283,9.23199007767972e-05,687873.229391801
"24",1,21,0.00489368979231271,0.00255478614790208,0.00115839661581982,0.000657232322214251,0.000410675006451544,0.000266838136308644,0.000173514120581877,0.000413808235649709,0.000582394030509004,0.000413983321804458,8.86370432179526e-05,714042.108920442
"25",1,22,0.00473743654286175,0.00255581298738788,0.00117702627359355,0.000673380912340292,0.000423532840707397,0.000276737005535413,0.000180762977395429,0.000443667199823117,0.000594348842734667,0.000419796294475249,8.53011043467616e-05,739091.724382774
"26",1,23,0.00458078244973122,0.00255604557963245,0.00119490740132747,0.000688944761894434,0.000435915958794425,0.000286249969608956,0.000187707974576819,0.000473200175952107,0.000606024858304281,0.000425248968694869,8.22677878464888e-05,763124.977739571
"27",1,24,0.00442376676375485,0.00255543554318792,0.00121206786273278,0.000703953197359367,0.000447848707671384,0.000295396082800045,0.000194363716659798,0.000502371442039755,0.000617442572422842,0.000430361154122575,7.95034756666966e-05,786231.350434429
"28",1,25,0.00426643511519499,0.00255392973166149,0.00122853173368316,0.000718432513875138,0.000459353418362179,0.000304193323733879,0.000200744392375702,0.000531156892340207,0.000628619329205429,0.000435150318129391,7.69809985287205e-05,808489.578291042
"29",1,26,0.00410884015168254,0.00255146970385895,0.00124431954357604,0.000732406301518175,0.000470450574641452,0.000312658583286091,0.000206863631545694,0.000559541863387735,0.000639569423402128,0.000439631710827462,7.4677518850672e-05,829969.608490426
"30",1,27,0.00395104227418251,0.00254799112053086,0.00125944845788392,0.000745895715884271,0.000481158966644019,0.00032080768000756,0.000212734420547172,0.000587519292527558,0.00065030420997794,0.00044381847812373,7.25733532041138e-05,850734.073464104
